title,author,price,original_price,url,website,isbn,description,image_url,category,date_parsed
Гамлет. Макбет,Уильям Шекспир,309,309 ₽,https://www.chitai-gorod.ru/product/gamlet-makbet-2647680,chitai-gorod,978395705219,Книга 'Гамлет. Макбет...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
1984. Скотный двор,Джордж Оруэлл,549,549 ₽,https://www.chitai-gorod.ru/product/1984-skotnyy-dvor-2909119,chitai-gorod,978687717673,Книга '1984. Скотный двор...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Бедные люди,Федор Достоевский,299,299 ₽,https://www.chitai-gorod.ru/product/bednye-lyudi-2683626,chitai-gorod,978863837434,Книга 'Бедные люди...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Маленькая хозяйка Большого дома,Джек Лондон,309,309 ₽,https://www.chitai-gorod.ru/product/malenkaya-hozyayka-bolshogo-doma-2568135,chitai-gorod,978123923981,Книга 'Маленькая хозяйка Большого дома...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
1984,Джордж Оруэлл,309,309 ₽,https://www.chitai-gorod.ru/product/1984-novyy-perevod-roman-2945356,chitai-gorod,978827089650,Книга '1984...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Два капитана,Вениамин Каверин,0,1 149 ₽,https://www.chitai-gorod.ru/product/dva-kapitana-3050766,chitai-gorod,978789123325,Книга 'Два капитана...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Клуб самоубийц,Роберт Льюис Стивенсон,549,549 ₽,https://www.chitai-gorod.ru/product/klub-samoubiyc-2946465,chitai-gorod,978365367538,Книга 'Клуб самоубийц...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Идиот,Федор Достоевский,0,0 ₽,https://www.chitai-gorod.ru/product/idiot-2824381,chitai-gorod,978360154692,Книга 'Идиот...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Джейн Эйр,Шарлотта Бронте,0,1 199 ₽,https://www.chitai-gorod.ru/product/dzejn-ejr-3103730,chitai-gorod,978708199900,Книга 'Джейн Эйр...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Смерть – дело одинокое,Рэй Брэдбери,649,649 ₽,https://www.chitai-gorod.ru/product/smert-delo-odinokoe-3039294,chitai-gorod,978148858554,Книга 'Смерть – дело одинокое...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Замок Броуди,Арчибальд Кронин,389,389 ₽,https://www.chitai-gorod.ru/product/zamok-broudi-2533495,chitai-gorod,978110285388,Книга 'Замок Броуди...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Американская трагедия,Теодор Драйзер,479,479 ₽,https://www.chitai-gorod.ru/product/amerikanskaya-tragediya-2733186,chitai-gorod,978102591326,Книга 'Американская трагедия...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Тарас Бульба,Николай Гоголь,299,299 ₽,https://www.chitai-gorod.ru/product/taras-bulba-2931598,chitai-gorod,978366278719,Книга 'Тарас Бульба...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Каменный Пояс. Демидовы. Наследники,Евгений Федоров,0,1 249 ₽,https://www.chitai-gorod.ru/product/kamennyj-poas-demidovy-nasledniki-3120342,chitai-gorod,978951617801,Книга 'Каменный Пояс. Демидовы. Наследники...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Подросток,Федор Достоевский,329,329 ₽,https://www.chitai-gorod.ru/product/podrostok-2920463,chitai-gorod,978691517500,Книга 'Подросток...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Хмель. Сказания о людях тайги,Алексей Черкасов,0,1 249 ₽,https://www.chitai-gorod.ru/product/hmel-skazaniya-o-lyudyah-taygi-2979877,chitai-gorod,978556103499,Книга 'Хмель. Сказания о людях тайги...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Цитадель,Арчибальд Кронин,0,1 049 ₽,https://www.chitai-gorod.ru/product/citadel-2610808,chitai-gorod,978369228422,Книга 'Цитадель...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Собор Парижской Богоматери. Вечные истории,Виктор Мари Гюго,0,0 ₽,https://www.chitai-gorod.ru/product/sobor-parizhskoy-bogomateri-vechnye-istorii-3031748,chitai-gorod,978556250393,Книга 'Собор Парижской Богоматери. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
451' по Фаренгейту,Рэй Брэдбери,649,649 ₽,https://www.chitai-gorod.ru/product/451-po-farengeytu-2965697,chitai-gorod,978970572828,Книга '451' по Фаренгейту...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Ведьма,Надежда Тэффи,309,309 ₽,https://www.chitai-gorod.ru/product/ved-ma-3089328,chitai-gorod,978763103501,Книга 'Ведьма...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Чувство и чувствительность. Вечные истории,Джейн Остен,629,629 ₽,https://www.chitai-gorod.ru/product/cuvstvo-i-cuvstvitel-nost-vecnye-istorii-3112742,chitai-gorod,978984082832,Книга 'Чувство и чувствительность. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Записки сумасшедшего : сборник,Николай Гоголь,299,299 ₽,https://www.chitai-gorod.ru/product/zapiski-sumasshedshego-sbornik-2588413,chitai-gorod,978960260632,Книга 'Записки сумасшедшего : сборник...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Горе от ума,Александр Грибоедов,359,359 ₽,https://www.chitai-gorod.ru/product/gore-ot-uma-2808714,chitai-gorod,978781185611,Книга 'Горе от ума...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:42
Скорбь Сатаны,Мария Корелли,339,339 ₽,https://www.chitai-gorod.ru/product/skorb-satany-2772938,chitai-gorod,978916569695,Книга 'Скорбь Сатаны...',https://content.img-gorod.ru/pim/products/images/dc/ef/01931e88-6701-7bf6-81c8-0efcbde6dcef.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
1984,Джордж Оруэлл,339,339 ₽,https://www.chitai-gorod.ru/product/1984-novyy-perevod-2918634,chitai-gorod,978167293105,Книга '1984...',https://content.img-gorod.ru/pim/products/images/02/44/01998498-eeb3-7634-8064-83caf0450244.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Грозовой перевал,Эмили Джейн Бронте,299,299 ₽,https://www.chitai-gorod.ru/product/grozovoy-pereval-2809160,chitai-gorod,978829297910,Книга 'Грозовой перевал...',https://content.img-gorod.ru/pim/products/images/57/5b/018fa205-428e-7c03-934f-c95c0275575b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Письма Баламута. Баламут предлагает тост,Клайв Льюис,349,349 ₽,https://www.chitai-gorod.ru/product/pisma-balamuta-balamut-predlagaet-tost-2697150,chitai-gorod,978488722663,Книга 'Письма Баламута. Баламут предлагает тост...',https://content.img-gorod.ru/pim/products/images/fe/c0/0199ea73-10ab-7ef7-9ba7-1d65b19cfec0.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Преступление и наказание,Федор Достоевский,329,329 ₽,https://www.chitai-gorod.ru/product/prestuplenie-i-nakazanie-2465295,chitai-gorod,978822872605,Книга 'Преступление и наказание...',https://content.img-gorod.ru/pim/products/images/43/6f/0191b5fa-b44a-7ddd-abc9-69bb2670436f.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Мастер и Маргарита: роман,Михаил Булгаков,309,309 ₽,https://www.chitai-gorod.ru/product/master-i-margarita-roman-2926100,chitai-gorod,978955615830,Книга 'Мастер и Маргарита: роман...',https://content.img-gorod.ru/pim/products/images/e9/9b/018fa279-3bbb-7d59-bad3-940d92f5e99b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Портрет Дориана Грея,Оскар Уайльд,309,309 ₽,https://www.chitai-gorod.ru/product/portret-doriana-greya-2592760,chitai-gorod,978227777925,Книга 'Портрет Дориана Грея...',https://content.img-gorod.ru/pim/products/images/44/7b/01993210-dde2-78f7-a0f7-4a190d60447b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Отцы и дети,Иван Тургенев,309,309 ₽,https://www.chitai-gorod.ru/product/otcy-i-deti-2467384,chitai-gorod,978956106652,Книга 'Отцы и дети...',https://content.img-gorod.ru/pim/products/images/d3/15/01934cd2-336c-7088-b320-9c57e80dd315.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Человек недостойный,Дадзай Осаму,309,309 ₽,https://www.chitai-gorod.ru/product/chelovek-nedostoynyy-3032403,chitai-gorod,978923296181,Книга 'Человек недостойный...',https://content.img-gorod.ru/pim/products/images/85/07/0197d439-2601-7eac-9117-c6126ac18507.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Идиот,Федор Достоевский,319,319 ₽,https://www.chitai-gorod.ru/product/idiot-2891539,chitai-gorod,978961346122,Книга 'Идиот...',https://content.img-gorod.ru/pim/products/images/53/ef/018fa25b-aa96-730d-acbb-9e85ba5253ef.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Горе от ума,Александр Грибоедов,299,299 ₽,https://www.chitai-gorod.ru/product/gore-ot-uma-2499954,chitai-gorod,978622029143,Книга 'Горе от ума...',https://content.img-gorod.ru/pim/products/images/80/70/018fa15f-b954-7ef0-86dd-29fde1088070.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Обломов,Иван Гончаров,329,329 ₽,https://www.chitai-gorod.ru/product/oblomov-2931599,chitai-gorod,978842430708,Книга 'Обломов...',https://content.img-gorod.ru/pim/products/images/d4/e3/018fa295-d9b9-7c89-99e8-f462dbd9d4e3.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Скорбь Сатаны,Мария Корелли,0,1 199 ₽,https://www.chitai-gorod.ru/product/skorb-satany-3069165,chitai-gorod,978996749542,Книга 'Скорбь Сатаны...',https://content.img-gorod.ru/pim/products/images/9a/0d/019293ae-637c-7bca-ba2e-dc9456be9a0d.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Три товарища,Эрих Мария Ремарк,449,449 ₽,https://www.chitai-gorod.ru/product/tri-tovarishcha-2666861,chitai-gorod,978781434586,Книга 'Три товарища...',https://content.img-gorod.ru/pim/products/images/10/1d/0190e2dd-e926-7325-adda-3ffaf15e101d.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Гордость и предубеждение,Джейн Остен,0,0 ₽,https://www.chitai-gorod.ru/product/gordost-i-predubezhdenie-3072633,chitai-gorod,978776315044,Книга 'Гордость и предубеждение...',https://content.img-gorod.ru/pim/products/images/94/c4/01975dc4-1e2c-7b2c-b482-8a99e02b94c4.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Ставок больше нет,Жан Сартр,319,319 ₽,https://www.chitai-gorod.ru/product/stavok-bolshe-net-2777363,chitai-gorod,978516708413,Книга 'Ставок больше нет...',https://content.img-gorod.ru/pim/products/images/17/b1/018fa1e4-50b1-7ac6-b393-865f33fc17b1.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
Триумфальная арка,Эрих Мария Ремарк,479,479 ₽,https://www.chitai-gorod.ru/product/triumfalnaya-arka-2602918,chitai-gorod,978418473268,Книга 'Триумфальная арка...',https://content.img-gorod.ru/pim/products/images/93/0a/018fa18a-3433-77fe-97d3-e08fd72c930a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
"Вендетта, или История всеми забытого",Мария Корелли,339,339 ₽,https://www.chitai-gorod.ru/product/vendetta-ili-istoriya-vsemi-zabytogo-2894240,chitai-gorod,978879600349,"Книга 'Вендетта, или История всеми забытого...'",https://content.img-gorod.ru/pim/products/images/b5/fa/018fa253-8ecc-75f2-92ef-51de4fd2b5fa.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:36
