title,author,price,original_price,store_price,url,website,isbn,description,image_url,category,date_parsed
Дар Асафа и Майи,Мессерер Б. А.,1300,1 300 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1240198/,moscowbooks,978119561897,Книга 'Дар Асафа и Майи...',https://www.moscowbooks.ru/image/book/848/w154/i848727.jpg?cu=20251010133501,Биографии,2026-01-20 01:43:54
Когда я был Атосом,Смехов В. Б.,940,940 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1249191/,moscowbooks,978919830425,Книга 'Когда я был Атосом...',https://www.moscowbooks.ru/image/book/855/w154/i855670.jpg?cu=20251224195509,Биографии,2026-01-20 01:43:54
"Дефицит. Как в СССР доставали то, что невозможно было достать",Смурыгина Е.,847,847 ₽,1 020 ₽ в магазине,https://www.moscowbooks.ru/book/1243530/,moscowbooks,978177462348,"Книга 'Дефицит. Как в СССР доставали то, что невозможно б...'",https://www.moscowbooks.ru/image/book/851/w154/i851159.jpg?cu=20251203202526,Биографии,2026-01-20 01:43:54
"Я, Майя Плисецкая…",Плисецкая М. М.,2150,2 150 ₽,2 280 ₽ в магазине,https://www.moscowbooks.ru/book/1049864/,moscowbooks,978288143239,"Книга 'Я, Майя Плисецкая…...'",https://www.moscowbooks.ru/image/book/704/w154/i704978.jpg?cu=20201112173526,Биографии,2026-01-20 01:43:54
Кандинский & Мюнтер. Сила цвета и роковой любви,Гронемайер Х.,1180,1 180 ₽,1 380 ₽ в магазине,https://www.moscowbooks.ru/book/1235627/,moscowbooks,978343760665,Книга 'Кандинский & Мюнтер. Сила цвета и роковой любви...',https://www.moscowbooks.ru/image/book/845/w154/i845004.jpg?cu=20250820133501,Биографии,2026-01-20 01:43:54
Россия и Запад,Тютчев Ф. И.,315,315 ₽,370 ₽ в магазине,https://www.moscowbooks.ru/book/1231286/,moscowbooks,978903231134,Книга 'Россия и Запад...',https://www.moscowbooks.ru/image/book/841/w154/i841646.jpg?cu=20250618131503,Биографии,2026-01-20 01:43:54
Капицы. Отец и сын,Мостинская А. Ю.,1522,1 522 ₽,1 790 ₽ в магазине,https://www.moscowbooks.ru/book/1247297/,moscowbooks,978750862696,Книга 'Капицы. Отец и сын...',https://www.moscowbooks.ru/image/book/854/w154/i854160.jpg?cu=20251204170512,Биографии,2026-01-20 01:43:54
Воспоминания,Морозова З. Г.,1777,1 777 ₽,2 090 ₽ в магазине,https://www.moscowbooks.ru/book/1232058/,moscowbooks,978929548466,Книга 'Воспоминания...',https://www.moscowbooks.ru/image/book/842/w154/i842374.jpg?cu=20250731120503,Биографии,2026-01-20 01:43:54
Александр I,Андреев А. Ю.,1148,1 148 ₽,1 350 ₽ в магазине,https://www.moscowbooks.ru/book/1240811/,moscowbooks,978867480198,Книга 'Александр I...',https://www.moscowbooks.ru/image/book/849/w154/i849229.jpg?cu=20251020140510,Биографии,2026-01-20 01:43:54
Наивно это было и даже смешно… С АВТОГРАФОМ,Бондарчук С.,1926,1 926 ₽,2 320 ₽ в магазине,https://www.moscowbooks.ru/book/1243531/,moscowbooks,978609115259,Книга 'Наивно это было и даже смешно… С АВТОГРАФОМ...',https://www.moscowbooks.ru/image/book/851/w154/i851160.jpg?cu=20251210180510,Биографии,2026-01-20 01:43:58
Невеликие великие. Диалоги с участниками века,Автор не указан,1207,1 207 ₽,1 420 ₽ в магазине,https://www.moscowbooks.ru/book/1249948/,moscowbooks,978918487499,Книга 'Невеликие великие. Диалоги с участниками века...',https://www.moscowbooks.ru/image/book/856/w154/i856063.jpg?cu=20260115153503,Биографии,2026-01-20 01:43:58
Без тормозов. Диана Арбенина,Арбенина Д. С.,995,995 ₽,1 170 ₽ в магазине,https://www.moscowbooks.ru/book/1244390/,moscowbooks,978578866315,Книга 'Без тормозов. Диана Арбенина...',https://www.moscowbooks.ru/image/book/851/w154/i851539.jpg?cu=20251112192530,Биографии,2026-01-20 01:43:58
Майя Плисецкая,Ефимович Н. А.,927,927 ₽,1 090 ₽ в магазине,https://www.moscowbooks.ru/book/1239449/,moscowbooks,978501124193,Книга 'Майя Плисецкая...',https://www.moscowbooks.ru/image/book/848/w154/i848209.jpg?cu=20251021194528,Биографии,2026-01-20 01:43:58
2 брата: Валентин Катаев и Евгений Петров на корабле советской истории,Беляков С. С.,1879,1 879 ₽,2 210 ₽ в магазине,https://www.moscowbooks.ru/book/1243726/,moscowbooks,978765303074,Книга '2 брата: Валентин Катаев и Евгений Петров на кораб...',https://www.moscowbooks.ru/image/book/851/w154/i851318.jpg?cu=20251110194525,Биографии,2026-01-20 01:43:58
"Кто вы, Люсьен Оливье? Подлинная история человека и его салата (С ФАКСИМИЛЕ Л.ОЛИВЬЕ)",Круглова А.,2640,2 640 ₽,2 640 ₽ в магазине,https://www.moscowbooks.ru/book/1246583/,moscowbooks,978296112591,"Книга 'Кто вы, Люсьен Оливье? Подлинная история человека ...'",https://www.moscowbooks.ru/image/book/853/w154/i853455.jpg?cu=20251128202549,Биографии,2026-01-20 01:43:58
"Сюрреально, или Удивительная жизнь Гала Дали",Кляйн М.,1862,1 862 ₽,2 190 ₽ в магазине,https://www.moscowbooks.ru/book/1243532/,moscowbooks,978134586618,"Книга 'Сюрреально, или Удивительная жизнь Гала Дали...'",https://www.moscowbooks.ru/image/book/851/w154/i851161.jpg?cu=20251107201548,Биографии,2026-01-20 01:43:58
Двое,Якович Е.,706,706 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1239537/,moscowbooks,978620187321,Книга 'Двое...',https://www.moscowbooks.ru/image/book/848/w154/i848306.jpg?cu=20251006195613,Биографии,2026-01-20 01:43:58
Все не случайно,Алентова В.,1513,1 513 ₽,1 780 ₽ в магазине,https://www.moscowbooks.ru/book/1102271/,moscowbooks,978336585573,Книга 'Все не случайно...',https://www.moscowbooks.ru/image/book/744/w154/i744007.jpg?cu=20220217180505,Биографии,2026-01-20 01:43:58
Халатная жизнь,Богуславская З. Б.,1403,1 403 ₽,1 650 ₽ в магазине,https://www.moscowbooks.ru/book/1222545/,moscowbooks,978986636877,Книга 'Халатная жизнь...',https://www.moscowbooks.ru/image/book/834/w154/i834740.jpg?cu=20250306113504,Биографии,2026-01-20 01:43:58
Иосиф Кобзон. Я обязательно вернусь,Автор не указан,1972,1 972 ₽,2 320 ₽ в магазине,https://www.moscowbooks.ru/book/1248682/,moscowbooks,978580030994,Книга 'Иосиф Кобзон. Я обязательно вернусь...',https://www.moscowbooks.ru/image/book/855/w154/i855306.jpg?cu=20251218172506,Биографии,2026-01-20 01:43:58
Дар Асафа и Майи,Мессерер Б. А.,1300,1 300 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1240198/,moscowbooks,978723962842,Книга 'Дар Асафа и Майи...',https://www.moscowbooks.ru/image/book/848/w154/i848727.jpg?cu=20251010133501,Биографии,2026-01-20 01:43:58
Когда я был Атосом,Смехов В. Б.,940,940 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1249191/,moscowbooks,978442965832,Книга 'Когда я был Атосом...',https://www.moscowbooks.ru/image/book/855/w154/i855670.jpg?cu=20251224195509,Биографии,2026-01-20 01:43:58
"Дефицит. Как в СССР доставали то, что невозможно было достать",Смурыгина Е.,847,847 ₽,1 020 ₽ в магазине,https://www.moscowbooks.ru/book/1243530/,moscowbooks,978491659006,"Книга 'Дефицит. Как в СССР доставали то, что невозможно б...'",https://www.moscowbooks.ru/image/book/851/w154/i851159.jpg?cu=20251203202526,Биографии,2026-01-20 01:43:58
"Я, Майя Плисецкая…",Плисецкая М. М.,2150,2 150 ₽,2 280 ₽ в магазине,https://www.moscowbooks.ru/book/1049864/,moscowbooks,978773717803,"Книга 'Я, Майя Плисецкая…...'",https://www.moscowbooks.ru/image/book/704/w154/i704978.jpg?cu=20201112173526,Биографии,2026-01-20 01:43:58
Кандинский & Мюнтер. Сила цвета и роковой любви,Гронемайер Х.,1180,1 180 ₽,1 380 ₽ в магазине,https://www.moscowbooks.ru/book/1235627/,moscowbooks,978522658776,Книга 'Кандинский & Мюнтер. Сила цвета и роковой любви...',https://www.moscowbooks.ru/image/book/845/w154/i845004.jpg?cu=20250820133501,Биографии,2026-01-20 01:43:58
Россия и Запад,Тютчев Ф. И.,315,315 ₽,370 ₽ в магазине,https://www.moscowbooks.ru/book/1231286/,moscowbooks,978241667004,Книга 'Россия и Запад...',https://www.moscowbooks.ru/image/book/841/w154/i841646.jpg?cu=20250618131503,Биографии,2026-01-20 01:43:58
Капицы. Отец и сын,Мостинская А. Ю.,1522,1 522 ₽,1 790 ₽ в магазине,https://www.moscowbooks.ru/book/1247297/,moscowbooks,978846338571,Книга 'Капицы. Отец и сын...',https://www.moscowbooks.ru/image/book/854/w154/i854160.jpg?cu=20251204170512,Биографии,2026-01-20 01:43:58
Воспоминания,Морозова З. Г.,1777,1 777 ₽,2 090 ₽ в магазине,https://www.moscowbooks.ru/book/1232058/,moscowbooks,978519892656,Книга 'Воспоминания...',https://www.moscowbooks.ru/image/book/842/w154/i842374.jpg?cu=20250731120503,Биографии,2026-01-20 01:43:58
Александр I,Андреев А. Ю.,1148,1 148 ₽,1 350 ₽ в магазине,https://www.moscowbooks.ru/book/1240811/,moscowbooks,978228657741,Книга 'Александр I...',https://www.moscowbooks.ru/image/book/849/w154/i849229.jpg?cu=20251020140510,Биографии,2026-01-20 01:43:58
Наивно это было и даже смешно… С АВТОГРАФОМ,Бондарчук С.,1926,1 926 ₽,2 320 ₽ в магазине,https://www.moscowbooks.ru/book/1243531/,moscowbooks,978512043103,Книга 'Наивно это было и даже смешно… С АВТОГРАФОМ...',https://www.moscowbooks.ru/image/book/851/w154/i851160.jpg?cu=20251210180510,Биографии,2026-01-20 01:44:00
Невеликие великие. Диалоги с участниками века,Автор не указан,1207,1 207 ₽,1 420 ₽ в магазине,https://www.moscowbooks.ru/book/1249948/,moscowbooks,978101109231,Книга 'Невеликие великие. Диалоги с участниками века...',https://www.moscowbooks.ru/image/book/856/w154/i856063.jpg?cu=20260115153503,Биографии,2026-01-20 01:44:00
Без тормозов. Диана Арбенина,Арбенина Д. С.,995,995 ₽,1 170 ₽ в магазине,https://www.moscowbooks.ru/book/1244390/,moscowbooks,978306266612,Книга 'Без тормозов. Диана Арбенина...',https://www.moscowbooks.ru/image/book/851/w154/i851539.jpg?cu=20251112192530,Биографии,2026-01-20 01:44:00
Майя Плисецкая,Ефимович Н. А.,927,927 ₽,1 090 ₽ в магазине,https://www.moscowbooks.ru/book/1239449/,moscowbooks,978412066797,Книга 'Майя Плисецкая...',https://www.moscowbooks.ru/image/book/848/w154/i848209.jpg?cu=20251021194528,Биографии,2026-01-20 01:44:00
2 брата: Валентин Катаев и Евгений Петров на корабле советской истории,Беляков С. С.,1879,1 879 ₽,2 210 ₽ в магазине,https://www.moscowbooks.ru/book/1243726/,moscowbooks,978126461598,Книга '2 брата: Валентин Катаев и Евгений Петров на кораб...',https://www.moscowbooks.ru/image/book/851/w154/i851318.jpg?cu=20251110194525,Биографии,2026-01-20 01:44:00
"Кто вы, Люсьен Оливье? Подлинная история человека и его салата (С ФАКСИМИЛЕ Л.ОЛИВЬЕ)",Круглова А.,2640,2 640 ₽,2 640 ₽ в магазине,https://www.moscowbooks.ru/book/1246583/,moscowbooks,978660716353,"Книга 'Кто вы, Люсьен Оливье? Подлинная история человека ...'",https://www.moscowbooks.ru/image/book/853/w154/i853455.jpg?cu=20251128202549,Биографии,2026-01-20 01:44:00
"Сюрреально, или Удивительная жизнь Гала Дали",Кляйн М.,1862,1 862 ₽,2 190 ₽ в магазине,https://www.moscowbooks.ru/book/1243532/,moscowbooks,978229841885,"Книга 'Сюрреально, или Удивительная жизнь Гала Дали...'",https://www.moscowbooks.ru/image/book/851/w154/i851161.jpg?cu=20251107201548,Биографии,2026-01-20 01:44:00
Двое,Якович Е.,706,706 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1239537/,moscowbooks,978337110983,Книга 'Двое...',https://www.moscowbooks.ru/image/book/848/w154/i848306.jpg?cu=20251006195613,Биографии,2026-01-20 01:44:00
Все не случайно,Алентова В.,1513,1 513 ₽,1 780 ₽ в магазине,https://www.moscowbooks.ru/book/1102271/,moscowbooks,978352977083,Книга 'Все не случайно...',https://www.moscowbooks.ru/image/book/744/w154/i744007.jpg?cu=20220217180505,Биографии,2026-01-20 01:44:00
Халатная жизнь,Богуславская З. Б.,1403,1 403 ₽,1 650 ₽ в магазине,https://www.moscowbooks.ru/book/1222545/,moscowbooks,978816065205,Книга 'Халатная жизнь...',https://www.moscowbooks.ru/image/book/834/w154/i834740.jpg?cu=20250306113504,Биографии,2026-01-20 01:44:00
Иосиф Кобзон. Я обязательно вернусь,Автор не указан,1972,1 972 ₽,2 320 ₽ в магазине,https://www.moscowbooks.ru/book/1248682/,moscowbooks,978366479762,Книга 'Иосиф Кобзон. Я обязательно вернусь...',https://www.moscowbooks.ru/image/book/855/w154/i855306.jpg?cu=20251218172506,Биографии,2026-01-20 01:44:00
Дар Асафа и Майи,Мессерер Б. А.,1300,1 300 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1240198/,moscowbooks,978386222822,Книга 'Дар Асафа и Майи...',https://www.moscowbooks.ru/image/book/848/w154/i848727.jpg?cu=20251010133501,Биографии,2026-01-20 01:44:00
Когда я был Атосом,Смехов В. Б.,940,940 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1249191/,moscowbooks,978957210314,Книга 'Когда я был Атосом...',https://www.moscowbooks.ru/image/book/855/w154/i855670.jpg?cu=20251224195509,Биографии,2026-01-20 01:44:00
"Дефицит. Как в СССР доставали то, что невозможно было достать",Смурыгина Е.,847,847 ₽,1 020 ₽ в магазине,https://www.moscowbooks.ru/book/1243530/,moscowbooks,978294580411,"Книга 'Дефицит. Как в СССР доставали то, что невозможно б...'",https://www.moscowbooks.ru/image/book/851/w154/i851159.jpg?cu=20251203202526,Биографии,2026-01-20 01:44:00
"Я, Майя Плисецкая…",Плисецкая М. М.,2150,2 150 ₽,2 280 ₽ в магазине,https://www.moscowbooks.ru/book/1049864/,moscowbooks,978835433932,"Книга 'Я, Майя Плисецкая…...'",https://www.moscowbooks.ru/image/book/704/w154/i704978.jpg?cu=20201112173526,Биографии,2026-01-20 01:44:00
Кандинский & Мюнтер. Сила цвета и роковой любви,Гронемайер Х.,1180,1 180 ₽,1 380 ₽ в магазине,https://www.moscowbooks.ru/book/1235627/,moscowbooks,978319082536,Книга 'Кандинский & Мюнтер. Сила цвета и роковой любви...',https://www.moscowbooks.ru/image/book/845/w154/i845004.jpg?cu=20250820133501,Биографии,2026-01-20 01:44:00
Россия и Запад,Тютчев Ф. И.,315,315 ₽,370 ₽ в магазине,https://www.moscowbooks.ru/book/1231286/,moscowbooks,978462163506,Книга 'Россия и Запад...',https://www.moscowbooks.ru/image/book/841/w154/i841646.jpg?cu=20250618131503,Биографии,2026-01-20 01:44:00
Капицы. Отец и сын,Мостинская А. Ю.,1522,1 522 ₽,1 790 ₽ в магазине,https://www.moscowbooks.ru/book/1247297/,moscowbooks,978289430930,Книга 'Капицы. Отец и сын...',https://www.moscowbooks.ru/image/book/854/w154/i854160.jpg?cu=20251204170512,Биографии,2026-01-20 01:44:00
Воспоминания,Морозова З. Г.,1777,1 777 ₽,2 090 ₽ в магазине,https://www.moscowbooks.ru/book/1232058/,moscowbooks,978140875253,Книга 'Воспоминания...',https://www.moscowbooks.ru/image/book/842/w154/i842374.jpg?cu=20250731120503,Биографии,2026-01-20 01:44:00
Александр I,Андреев А. Ю.,1148,1 148 ₽,1 350 ₽ в магазине,https://www.moscowbooks.ru/book/1240811/,moscowbooks,978485711802,Книга 'Александр I...',https://www.moscowbooks.ru/image/book/849/w154/i849229.jpg?cu=20251020140510,Биографии,2026-01-20 01:44:00
Наивно это было и даже смешно… С АВТОГРАФОМ,Бондарчук С.,1926,1 926 ₽,2 320 ₽ в магазине,https://www.moscowbooks.ru/book/1243531/,moscowbooks,978760095439,Книга 'Наивно это было и даже смешно… С АВТОГРАФОМ...',https://www.moscowbooks.ru/image/book/851/w154/i851160.jpg?cu=20251210180510,Биографии,2026-01-20 01:44:03
Невеликие великие. Диалоги с участниками века,Автор не указан,1207,1 207 ₽,1 420 ₽ в магазине,https://www.moscowbooks.ru/book/1249948/,moscowbooks,978861001403,Книга 'Невеликие великие. Диалоги с участниками века...',https://www.moscowbooks.ru/image/book/856/w154/i856063.jpg?cu=20260115153503,Биографии,2026-01-20 01:44:03
Без тормозов. Диана Арбенина,Арбенина Д. С.,995,995 ₽,1 170 ₽ в магазине,https://www.moscowbooks.ru/book/1244390/,moscowbooks,978869914544,Книга 'Без тормозов. Диана Арбенина...',https://www.moscowbooks.ru/image/book/851/w154/i851539.jpg?cu=20251112192530,Биографии,2026-01-20 01:44:04
Майя Плисецкая,Ефимович Н. А.,927,927 ₽,1 090 ₽ в магазине,https://www.moscowbooks.ru/book/1239449/,moscowbooks,978948437617,Книга 'Майя Плисецкая...',https://www.moscowbooks.ru/image/book/848/w154/i848209.jpg?cu=20251021194528,Биографии,2026-01-20 01:44:04
2 брата: Валентин Катаев и Евгений Петров на корабле советской истории,Беляков С. С.,1879,1 879 ₽,2 210 ₽ в магазине,https://www.moscowbooks.ru/book/1243726/,moscowbooks,978592488815,Книга '2 брата: Валентин Катаев и Евгений Петров на кораб...',https://www.moscowbooks.ru/image/book/851/w154/i851318.jpg?cu=20251110194525,Биографии,2026-01-20 01:44:04
"Кто вы, Люсьен Оливье? Подлинная история человека и его салата (С ФАКСИМИЛЕ Л.ОЛИВЬЕ)",Круглова А.,2640,2 640 ₽,2 640 ₽ в магазине,https://www.moscowbooks.ru/book/1246583/,moscowbooks,978869451553,"Книга 'Кто вы, Люсьен Оливье? Подлинная история человека ...'",https://www.moscowbooks.ru/image/book/853/w154/i853455.jpg?cu=20251128202549,Биографии,2026-01-20 01:44:04
"Сюрреально, или Удивительная жизнь Гала Дали",Кляйн М.,1862,1 862 ₽,2 190 ₽ в магазине,https://www.moscowbooks.ru/book/1243532/,moscowbooks,978634778101,"Книга 'Сюрреально, или Удивительная жизнь Гала Дали...'",https://www.moscowbooks.ru/image/book/851/w154/i851161.jpg?cu=20251107201548,Биографии,2026-01-20 01:44:04
Двое,Якович Е.,706,706 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1239537/,moscowbooks,978866932526,Книга 'Двое...',https://www.moscowbooks.ru/image/book/848/w154/i848306.jpg?cu=20251006195613,Биографии,2026-01-20 01:44:04
Все не случайно,Алентова В.,1513,1 513 ₽,1 780 ₽ в магазине,https://www.moscowbooks.ru/book/1102271/,moscowbooks,978564442756,Книга 'Все не случайно...',https://www.moscowbooks.ru/image/book/744/w154/i744007.jpg?cu=20220217180505,Биографии,2026-01-20 01:44:04
Халатная жизнь,Богуславская З. Б.,1403,1 403 ₽,1 650 ₽ в магазине,https://www.moscowbooks.ru/book/1222545/,moscowbooks,978392091584,Книга 'Халатная жизнь...',https://www.moscowbooks.ru/image/book/834/w154/i834740.jpg?cu=20250306113504,Биографии,2026-01-20 01:44:04
Иосиф Кобзон. Я обязательно вернусь,Автор не указан,1972,1 972 ₽,2 320 ₽ в магазине,https://www.moscowbooks.ru/book/1248682/,moscowbooks,978669524770,Книга 'Иосиф Кобзон. Я обязательно вернусь...',https://www.moscowbooks.ru/image/book/855/w154/i855306.jpg?cu=20251218172506,Биографии,2026-01-20 01:44:04
Дар Асафа и Майи,Мессерер Б. А.,1300,1 300 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1240198/,moscowbooks,978695980719,Книга 'Дар Асафа и Майи...',https://www.moscowbooks.ru/image/book/848/w154/i848727.jpg?cu=20251010133501,Биографии,2026-01-20 01:44:04
Когда я был Атосом,Смехов В. Б.,940,940 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1249191/,moscowbooks,978726480542,Книга 'Когда я был Атосом...',https://www.moscowbooks.ru/image/book/855/w154/i855670.jpg?cu=20251224195509,Биографии,2026-01-20 01:44:04
"Дефицит. Как в СССР доставали то, что невозможно было достать",Смурыгина Е.,847,847 ₽,1 020 ₽ в магазине,https://www.moscowbooks.ru/book/1243530/,moscowbooks,978419427343,"Книга 'Дефицит. Как в СССР доставали то, что невозможно б...'",https://www.moscowbooks.ru/image/book/851/w154/i851159.jpg?cu=20251203202526,Биографии,2026-01-20 01:44:04
"Я, Майя Плисецкая…",Плисецкая М. М.,2150,2 150 ₽,2 280 ₽ в магазине,https://www.moscowbooks.ru/book/1049864/,moscowbooks,978178562213,"Книга 'Я, Майя Плисецкая…...'",https://www.moscowbooks.ru/image/book/704/w154/i704978.jpg?cu=20201112173526,Биографии,2026-01-20 01:44:04
Кандинский & Мюнтер. Сила цвета и роковой любви,Гронемайер Х.,1180,1 180 ₽,1 380 ₽ в магазине,https://www.moscowbooks.ru/book/1235627/,moscowbooks,978823328070,Книга 'Кандинский & Мюнтер. Сила цвета и роковой любви...',https://www.moscowbooks.ru/image/book/845/w154/i845004.jpg?cu=20250820133501,Биографии,2026-01-20 01:44:04
Россия и Запад,Тютчев Ф. И.,315,315 ₽,370 ₽ в магазине,https://www.moscowbooks.ru/book/1231286/,moscowbooks,978955700071,Книга 'Россия и Запад...',https://www.moscowbooks.ru/image/book/841/w154/i841646.jpg?cu=20250618131503,Биографии,2026-01-20 01:44:04
Капицы. Отец и сын,Мостинская А. Ю.,1522,1 522 ₽,1 790 ₽ в магазине,https://www.moscowbooks.ru/book/1247297/,moscowbooks,978704149600,Книга 'Капицы. Отец и сын...',https://www.moscowbooks.ru/image/book/854/w154/i854160.jpg?cu=20251204170512,Биографии,2026-01-20 01:44:04
Воспоминания,Морозова З. Г.,1777,1 777 ₽,2 090 ₽ в магазине,https://www.moscowbooks.ru/book/1232058/,moscowbooks,978199317022,Книга 'Воспоминания...',https://www.moscowbooks.ru/image/book/842/w154/i842374.jpg?cu=20250731120503,Биографии,2026-01-20 01:44:04
Александр I,Андреев А. Ю.,1148,1 148 ₽,1 350 ₽ в магазине,https://www.moscowbooks.ru/book/1240811/,moscowbooks,978307523868,Книга 'Александр I...',https://www.moscowbooks.ru/image/book/849/w154/i849229.jpg?cu=20251020140510,Биографии,2026-01-20 01:44:04
"Нейросети могут все: 254 универсальных промта для счастливой, здоровой и яркой жизни",Халилов Д.,697,697 ₽,840 ₽ в магазине,https://www.moscowbooks.ru/book/1244687/,moscowbooks,978462334718,Книга 'Нейросети могут все: 254 универсальных промта для ...',https://www.moscowbooks.ru/image/book/851/w154/i851895.jpg?cu=20251114204548,Программирование,2026-01-20 01:44:08
"Нейросети для родителей и детей. 204 промта для учебы, здоровья, воспитания и безопасности вашего ребенка",Халилов Д.,946,946 ₽,1 140 ₽ в магазине,https://www.moscowbooks.ru/book/1243970/,moscowbooks,978506729969,Книга 'Нейросети для родителей и детей. 204 промта для уч...',https://www.moscowbooks.ru/image/book/851/w154/i851361.jpg?cu=20251126194544,Программирование,2026-01-20 01:44:08
Простой и понятный самоучитель Word и Excel. 3-е издание,Леонов В.,349,349 ₽,410 ₽ в магазине,https://www.moscowbooks.ru/book/1087900/,moscowbooks,978656084196,Книга 'Простой и понятный самоучитель Word и Excel. 3-е и...',https://www.moscowbooks.ru/image/book/733/w154/i733598.jpg?cu=20211029143506,Программирование,2026-01-20 01:44:08
Разработка приложений на базе GPT–4 и ChatGPT. 2-е издание,Келен О.,1513,1 513 ₽,1 780 ₽ в магазине,https://www.moscowbooks.ru/book/1225544/,moscowbooks,978432194623,Книга 'Разработка приложений на базе GPT–4 и ChatGPT. 2-е...',https://www.moscowbooks.ru/image/book/837/w154/i837042.jpg?cu=20250409121504,Программирование,2026-01-20 01:44:08
Атлас искусственного интеллекта: руководство для будущего,Кроуфорд К.,1156,1 156 ₽,1 360 ₽ в магазине,https://www.moscowbooks.ru/book/1175248/,moscowbooks,978773521652,Книга 'Атлас искусственного интеллекта: руководство для б...',https://www.moscowbooks.ru/image/book/798/w154/i798425.jpg?cu=20231201140501,Программирование,2026-01-20 01:44:08
Путеводитель по кнопкам. История интерфейсов от первых компьютеров до виртуальной реальности. В поисках универсальной дизайн-системы,Маркелов А.,1677,1 677 ₽,2 020 ₽ в магазине,https://www.moscowbooks.ru/book/1247206/,moscowbooks,978513979450,Книга 'Путеводитель по кнопкам. История интерфейсов от пе...',https://www.moscowbooks.ru/image/book/854/w154/i854011.jpg?cu=20251203202526,Программирование,2026-01-20 01:44:08
Генеративный ИИ с обучением больших языковых моделей (LLM) для джунов,Бхуян Ш.,1828,1 828 ₽,2 150 ₽ в магазине,https://www.moscowbooks.ru/book/1244593/,moscowbooks,978193385536,Книга 'Генеративный ИИ с обучением больших языковых модел...',https://www.moscowbooks.ru/image/book/851/w154/i851873.jpg?cu=20251114204548,Программирование,2026-01-20 01:44:08
Грокаем алгоритмы,Бхаргава А.,944,944 ₽,1 110 ₽ в магазине,https://www.moscowbooks.ru/book/1204107/,moscowbooks,978983674956,Книга 'Грокаем алгоритмы...',https://www.moscowbooks.ru/image/book/821/w154/i821132.jpg?cu=20240925125506,Программирование,2026-01-20 01:44:08
Цифровая гигиена,Ашманов И. С.,1904,1 904 ₽,2 240 ₽ в магазине,https://www.moscowbooks.ru/book/1095525/,moscowbooks,978963367573,Книга 'Цифровая гигиена...',https://www.moscowbooks.ru/image/book/738/w154/i738829.jpg?cu=20211216152508,Программирование,2026-01-20 01:44:08
Разработка фронтенд–приложений,Кузьмин А.,2780,2 780 ₽,3 270 ₽ в магазине,https://www.moscowbooks.ru/book/1234276/,moscowbooks,978946816313,Книга 'Разработка фронтенд–приложений...',https://www.moscowbooks.ru/image/book/843/w154/i843810.jpg?cu=20250730201527,Программирование,2026-01-20 01:44:08
"Алгоритмы и структуры данных для тех, кто ненавидит читать лонгриды",Исида М.,1828,1 828 ₽,2 150 ₽ в магазине,https://www.moscowbooks.ru/book/1236767/,moscowbooks,978206377530,"Книга 'Алгоритмы и структуры данных для тех, кто ненавиди...'",https://www.moscowbooks.ru/image/book/845/w154/i845951.jpg?cu=20250903120501,Программирование,2026-01-20 01:44:08
Разработка с ИИ: как эффективно использовать ChatGPT и Copilot,Крокер Нейтан Б.,1734,1 734 ₽,2 040 ₽ в магазине,https://www.moscowbooks.ru/book/1244363/,moscowbooks,978868323201,Книга 'Разработка с ИИ: как эффективно использовать ChatG...',https://www.moscowbooks.ru/image/book/851/w154/i851540.jpg?cu=20251112135505,Программирование,2026-01-20 01:44:08
Python с нуля,Левашов П.,1734,1 734 ₽,2 040 ₽ в магазине,https://www.moscowbooks.ru/book/1181340/,moscowbooks,978124070112,Книга 'Python с нуля...',https://www.moscowbooks.ru/image/book/803/w154/i803354.jpg?cu=20240131174507,Программирование,2026-01-20 01:44:08
Компьютерные сети. 6-е издание,Таненбаум Э.,3417,3 417 ₽,4 020 ₽ в магазине,https://www.moscowbooks.ru/book/1147223/,moscowbooks,978131983948,Книга 'Компьютерные сети. 6-е издание...',https://www.moscowbooks.ru/image/book/776/w154/i776856.jpg?cu=20230315125504,Программирование,2026-01-20 01:44:08
Эффективный Rust. 35 конкретных способов улучшить код,Дрисдейл Д.,2661,2 661 ₽,3 130 ₽ в магазине,https://www.moscowbooks.ru/book/1224868/,moscowbooks,978201381314,Книга 'Эффективный Rust. 35 конкретных способов улучшить ...',https://www.moscowbooks.ru/image/book/836/w154/i836523.jpg?cu=20250402155507,Программирование,2026-01-20 01:44:08
