title,author,price,original_price,url,website,isbn,description,image_url,publisher,year,category,date_parsed
Миргород,Гоголь Николай Васильевич,1394,1 394 ₽,https://www.labirint.ru/books/546253/,labirint,978479223475,"Издательский дом Мещерякова: 

Переживая заново, 2023. Миргород",https://imo10.labirint.ru/books/546253/cover.jpg/363-0,"Издательский дом Мещерякова: 

Переживая заново",2023,Детективы,2026-01-20 01:41:44
Война и мир. В четырех томах. Том 1,Толстой Лев Николаевич,10958,10 958 ₽,https://www.labirint.ru/books/604732/,labirint,978312790351,"Речь: 

Классика Речи, 2023. Война и мир. В четырех томах. Том 1",https://imo10.labirint.ru/books/604732/cover.jpg/363-0,"Речь: 

Классика Речи",2023,Детективы,2026-01-20 01:41:44
Найти и обезвредить,Гришин Михаил Анатольевич,1177,1 177 ₽,https://www.labirint.ru/books/1026297/,labirint,978268930959,"Вече: 

Военные приключения, 2023. Найти и обезвредить",https://imo10.labirint.ru/books/1026297/cover.jpg/363-0,"Вече: 

Военные приключения",2023,Детективы,2026-01-20 01:41:44
Скандинавские мифы и легенды. Жизнеописания богов и героев с иллюстрациями и комментариями,Биркетт Том,4366,4 366 ₽,https://www.labirint.ru/books/921573/,labirint,978582729565,"КоЛибри: 

Исторический интерес, 2023. Скандинавские мифы и легенды. Жизнеописания богов и героев с иллюстрациями и комментариями",https://imo10.labirint.ru/books/921573/cover.jpg/363-0,"КоЛибри: 

Исторический интерес",2023,Детективы,2026-01-20 01:41:44
Кованый сундук,Воинов Александр Исаевич,1471,1 471 ₽,https://www.labirint.ru/books/1026332/,labirint,978642040143,"Вече: 

Шпионы. Дело №..., 2023. Кованый сундук",https://imo10.labirint.ru/books/1026332/cover.jpg/363-0,"Вече: 

Шпионы. Дело №...",2023,Детективы,2026-01-20 01:41:44
На ножах. Соборяне. Леди Макбет Мценского уезда. Очарованный странник. Левша. Полное издание,Лесков Николай Семенович,982,982 ₽,https://www.labirint.ru/books/881506/,labirint,978197013120,"Альфа-книга: 

Полное издание в одном томе, 2023. На ножах. Соборяне. Леди Макбет Мценского уезда. Очарованный странник. Левша. Полное издание",https://imo10.labirint.ru/books/881506/cover.jpg/363-0,"Альфа-книга: 

Полное издание в одном томе",2023,Детективы,2026-01-20 01:41:44
Полное собрание романов в одном томе,Оруэлл Джордж,1927,1 927 ₽,https://www.labirint.ru/books/877347/,labirint,978947067655,"Альфа-книга: 

Полное собрание в одном томе, 2023. Полное собрание романов в одном томе",https://imo10.labirint.ru/books/877347/cover.jpg/363-0,"Альфа-книга: 

Полное собрание в одном томе",2023,Детективы,2026-01-20 01:41:44
Полное иллюстрированное собрание сочинений в одном томе,Кэрролл Льюис,1374,1 374 ₽,https://www.labirint.ru/books/250431/,labirint,978851839856,"Альфа-книга: 

Полное иллюстрированное издание, 2023. Полное иллюстрированное собрание сочинений в одном томе",https://imo10.labirint.ru/books/250431/cover.jpg/363-0,"Альфа-книга: 

Полное иллюстрированное издание",2023,Детективы,2026-01-20 01:41:44
Название не указано,Автор не указан,848,848 р.,,labirint,978120603378,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:44
Опаловая змея,Хьюм Фергюс,1451,1 451 ₽,https://www.labirint.ru/books/1018793/,labirint,978326646142,"Иностранка: 

Старая добрая..., 2023. Опаловая змея",https://imo10.labirint.ru/books/1018793/cover.jpg/363-0,"Иностранка: 

Старая добрая...",2023,Детективы,2026-01-20 01:41:44
Братья. Книга 3. Завтрашний царь. Том 2,Семенова Мария Васильевна,1501,1 501 ₽,https://www.labirint.ru/books/1018901/,labirint,978866387123,"Азбука: 

Миры Марии Семеновой, 2023. Братья. Книга 3. Завтрашний царь. Том 2",https://imo10.labirint.ru/books/1018901/cover.jpg/363-0,"Азбука: 

Миры Марии Семеновой",2023,Детективы,2026-01-20 01:41:44
Элегантность ежика,Барбери Мюриель,1017,1 017 ₽,https://www.labirint.ru/books/1018937/,labirint,978997486076,"Азбука: 

Настроение читать, 2023. Элегантность ежика",https://imo10.labirint.ru/books/1018937/cover.jpg/363-0,"Азбука: 

Настроение читать",2023,Детективы,2026-01-20 01:41:44
Долгая дорога в дюнах,Руднев Олег Александрович,1538,1 538 ₽,https://www.labirint.ru/books/1018948/,labirint,978318247324,"Азбука: 

Как мы жили. Лучшее в советской прозе, 2023. Долгая дорога в дюнах",https://imo10.labirint.ru/books/1018948/cover.jpg/363-0,"Азбука: 

Как мы жили. Лучшее в советской прозе",2023,Детективы,2026-01-20 01:41:44
Королевская тайна,Тейлор Эндрю,1724,1 724 ₽,https://www.labirint.ru/books/1018984/,labirint,978741158778,"Азбука: 

The Big Book, 2023. Королевская тайна",https://imo10.labirint.ru/books/1018984/cover.jpg/363-0,"Азбука: 

The Big Book",2023,Детективы,2026-01-20 01:41:44
Руководство к действию на ближайшие дни,Блум Йоав,606,606 ₽,https://www.labirint.ru/books/1018989/,labirint,978696817109,"Азбука: 

The Big Book (мяг), 2023. Руководство к действию на ближайшие дни",https://imo10.labirint.ru/books/1018989/cover.jpg/363-0,"Азбука: 

The Big Book (мяг)",2023,Детективы,2026-01-20 01:41:44
Разбойничья злая луна,Лукин Евгений Юрьевич,606,606 ₽,https://www.labirint.ru/books/1019016/,labirint,978337563128,"Азбука: 

Азбука-фантастика (мяг. обл.), 2023. Разбойничья злая луна",https://imo10.labirint.ru/books/1019016/cover.jpg/363-0,"Азбука: 

Азбука-фантастика (мяг. обл.)",2023,Детективы,2026-01-20 01:41:44
Сага о шуте и убийце. Книга 1. Миссия шута,Хобб Робин,716,716 ₽,https://www.labirint.ru/books/1019017/,labirint,978172016520,"Азбука: 

Азбука-фантастика (мяг. обл.), 2023. Сага о шуте и убийце. Книга 1. Миссия шута",https://imo10.labirint.ru/books/1019017/cover.jpg/363-0,"Азбука: 

Азбука-фантастика (мяг. обл.)",2023,Детективы,2026-01-20 01:41:44
Семья Эглетьер,Труайя Анри,1538,1 538 ₽,https://www.labirint.ru/books/1019033/,labirint,978265640500,"Азбука: 

Все счастливые семьи, 2023. Семья Эглетьер",https://imo10.labirint.ru/books/1019033/cover.jpg/363-0,"Азбука: 

Все счастливые семьи",2023,Детективы,2026-01-20 01:41:44
Одна маленькая ошибка,Смит Дэнди,1538,1 538 ₽,https://www.labirint.ru/books/1018806/,labirint,978172721264,"Иностранка: 

Друг-Мой-Враг, 2023. Одна маленькая ошибка",https://imo10.labirint.ru/books/1018806/cover.jpg/363-0,"Иностранка: 

Друг-Мой-Враг",2023,Детективы,2026-01-20 01:41:44
Четырнадцать дней,"Этвуд, Престон, Инг",1538,1 538 ₽,https://www.labirint.ru/books/1018783/,labirint,978695991215,"Иностранка: 

Большой роман, 2023. Четырнадцать дней",https://imo10.labirint.ru/books/1018783/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Шоша,Зингер Исаак Башевис,1724,1 724 ₽,https://www.labirint.ru/books/1018777/,labirint,978429736456,"Иностранка: 

Большой роман, 2023. Шоша",https://imo10.labirint.ru/books/1018777/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Нежность,Маклауд Элисон,2071,2 071 ₽,https://www.labirint.ru/books/1018778/,labirint,978758177827,"Иностранка: 

Большой роман, 2023. Нежность",https://imo10.labirint.ru/books/1018778/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Баталист. Территория команчей,Перес-Реверте Артуро,1625,1 625 ₽,https://www.labirint.ru/books/1018779/,labirint,978619837187,"Иностранка: 

Большой роман, 2023. Баталист. Территория команчей",https://imo10.labirint.ru/books/1018779/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Название не указано,Автор не указан,7134,7 134 ₽,,labirint,978593953366,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:44
Последнее дело Холмса,Перес-Реверте Артуро,1625,1 625 ₽,https://www.labirint.ru/books/1018780/,labirint,978103754620,"Иностранка: 

Большой роман, 2023. Последнее дело Холмса",https://imo10.labirint.ru/books/1018780/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Лишь одна музыка,Сет Викрам,1885,1 885 ₽,https://www.labirint.ru/books/1018781/,labirint,978132423739,"Иностранка: 

Большой роман, 2023. Лишь одна музыка",https://imo10.labirint.ru/books/1018781/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Круглосуточный книжный мистера Пенумбры. Аякс Пенумбра 1969,Слоун Робин,1724,1 724 ₽,https://www.labirint.ru/books/1018782/,labirint,978988891343,"Иностранка: 

Большой роман, 2023. Круглосуточный книжный мистера Пенумбры. Аякс Пенумбра 1969",https://imo10.labirint.ru/books/1018782/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Любовь и голуби,Гуркин Владимир Павлович,2071,2 071 ₽,https://www.labirint.ru/books/1018961/,labirint,978469236514,"Азбука: 

Русская литература. Большие книги, 2023. Любовь и голуби",https://imo10.labirint.ru/books/1018961/cover.jpg/363-0,"Азбука: 

Русская литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
"Я, бабушка, Илико и Илларион",Думбадзе Нодар Владимирович,2493,2 493 ₽,https://www.labirint.ru/books/996488/,labirint,978186068020,"Иностранка: 

Иностранная литература. Большие книги, 2023. Я, бабушка, Илико и Илларион",https://imo10.labirint.ru/books/996488/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Птицы,Дюморье Дафна,1017,1 017 ₽,https://www.labirint.ru/books/1026219/,labirint,978483699181,"Азбука: 

Настроение читать, 2023. Птицы",https://imo10.labirint.ru/books/1026219/cover.jpg/363-0,"Азбука: 

Настроение читать",2023,Детективы,2026-01-20 01:41:44
"""Для цели мы высокой созданы..."" Поэзия декабристов","Пушкин, Глинка, Одоевский",1240,1 240 ₽,https://www.labirint.ru/books/1026222/,labirint,978888285470,"Азбука: 

Азбука-поэзия, 2023. ""Для цели мы высокой созданы..."" Поэзия декабристов",https://imo10.labirint.ru/books/1026222/cover.jpg/363-0,"Азбука: 

Азбука-поэзия",2023,Детективы,2026-01-20 01:41:44
Персей,Волос Андрей Германович,1538,1 538 ₽,https://www.labirint.ru/books/1026223/,labirint,978697037468,"Азбука: 

Азбука. Голоса, 2023. Персей",https://imo10.labirint.ru/books/1026223/cover.jpg/363-0,"Азбука: 

Азбука. Голоса",2023,Детективы,2026-01-20 01:41:44
Школа для дураков,Соколов Саша,1327,1 327 ₽,https://www.labirint.ru/books/1026224/,labirint,978715405959,"Азбука: 

Азбука. Голоса, 2023. Школа для дураков",https://imo10.labirint.ru/books/1026224/cover.jpg/363-0,"Азбука: 

Азбука. Голоса",2023,Детективы,2026-01-20 01:41:44
Рейс 317,Руднев Олег Александрович,1067,1 067 ₽,https://www.labirint.ru/books/1025688/,labirint,978469702660,"Азбука: 

Как мы жили. Лучшее в советской прозе, 2023. Рейс 317",https://imo10.labirint.ru/books/1025688/cover.jpg/363-0,"Азбука: 

Как мы жили. Лучшее в советской прозе",2023,Детективы,2026-01-20 01:41:44
Колосья под серпом твоим,Короткевич Владимир Семенович,3133,3 133 ₽,https://www.labirint.ru/books/1025596/,labirint,978677890024,"Попурри, 2023. Колосья под серпом твоим",https://imo10.labirint.ru/books/1025596/cover.jpg/363-0,Попурри,2023,Детективы,2026-01-20 01:41:44
Наивно. Супер,Лу Эрленд,1017,1 017 ₽,https://www.labirint.ru/books/1025653/,labirint,978782348713,"Азбука: 

Настроение читать, 2023. Наивно. Супер",https://imo10.labirint.ru/books/1025653/cover.jpg/363-0,"Азбука: 

Настроение читать",2023,Детективы,2026-01-20 01:41:44
В паутине,Монтгомери Люси Мод,1017,1 017 ₽,https://www.labirint.ru/books/1025655/,labirint,978482881760,"Азбука: 

Настроение читать, 2023. В паутине",https://imo10.labirint.ru/books/1025655/cover.jpg/363-0,"Азбука: 

Настроение читать",2023,Детективы,2026-01-20 01:41:44
«В то время я гостила на земле...»,Ахматова Анна Андреевна,1240,1 240 ₽,https://www.labirint.ru/books/1025676/,labirint,978290671831,"Азбука: 

Азбука-поэзия, 2023. «В то время я гостила на земле...»",https://imo10.labirint.ru/books/1025676/cover.jpg/363-0,"Азбука: 

Азбука-поэзия",2023,Детективы,2026-01-20 01:41:44
Гарики старого оптимиста,Губерман Игорь Миронович,1240,1 240 ₽,https://www.labirint.ru/books/1025677/,labirint,978726414119,"Азбука: 

Азбука-поэзия, 2023. Гарики старого оптимиста",https://imo10.labirint.ru/books/1025677/cover.jpg/363-0,"Азбука: 

Азбука-поэзия",2023,Детективы,2026-01-20 01:41:44
"Встречи у Серебряной Реки. Поэты эпохи Тан. Ли Бо, Ду Фу, Ван Вэй","Ду, Ли, Ван",1240,1 240 ₽,https://www.labirint.ru/books/1025678/,labirint,978653197276,"Азбука: 

Азбука-поэзия, 2023. Встречи у Серебряной Реки. Поэты эпохи Тан. Ли Бо, Ду Фу, Ван Вэй",https://imo10.labirint.ru/books/1025678/cover.jpg/363-0,"Азбука: 

Азбука-поэзия",2023,Детективы,2026-01-20 01:41:44
Компромисс,Довлатов Сергей Донатович,1538,1 538 ₽,https://www.labirint.ru/books/1025679/,labirint,978619267223,"Азбука: 

Азбука. Голоса, 2023. Компромисс",https://imo10.labirint.ru/books/1025679/cover.jpg/363-0,"Азбука: 

Азбука. Голоса",2023,Детективы,2026-01-20 01:41:44
Ихор,Игнатьев Роман,1538,1 538 ₽,https://www.labirint.ru/books/1025681/,labirint,978791836606,"Азбука: 

Азбука. Голоса, 2023. Ихор",https://imo10.labirint.ru/books/1025681/cover.jpg/363-0,"Азбука: 

Азбука. Голоса",2023,Детективы,2026-01-20 01:41:44
Совсем новая жена,Гофф Инна Анатольевна,1067,1 067 ₽,https://www.labirint.ru/books/1025684/,labirint,978521156052,"Азбука: 

Как мы жили. Лучшее в советской прозе, 2023. Совсем новая жена",https://imo10.labirint.ru/books/1025684/cover.jpg/363-0,"Азбука: 

Как мы жили. Лучшее в советской прозе",2023,Детективы,2026-01-20 01:41:44
Времена года,Панова Вера Федоровна,1365,1 365 ₽,https://www.labirint.ru/books/1025685/,labirint,978427527357,"Азбука: 

Как мы жили. Лучшее в советской прозе, 2023. Времена года",https://imo10.labirint.ru/books/1025685/cover.jpg/363-0,"Азбука: 

Как мы жили. Лучшее в советской прозе",2023,Детективы,2026-01-20 01:41:44
Сентиментальный роман,Панова Вера Федоровна,1067,1 067 ₽,https://www.labirint.ru/books/1025686/,labirint,978623939959,"Азбука: 

Как мы жили. Лучшее в советской прозе, 2023. Сентиментальный роман",https://imo10.labirint.ru/books/1025686/cover.jpg/363-0,"Азбука: 

Как мы жили. Лучшее в советской прозе",2023,Детективы,2026-01-20 01:41:44
Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона,Дрюон Морис,2282,2 282 ₽,https://www.labirint.ru/books/935227/,labirint,978159594273,"Иностранка: 

Иностранная литература. Большие книги, 2023. Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона",https://imo10.labirint.ru/books/935227/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Название не указано,Автор не указан,0,0 ₽,,labirint,978448709034,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:44
"В окопах Сталинграда. Повести, рассказы",Некрасов Виктор Платонович,1972,1 972 ₽,https://www.labirint.ru/books/915973/,labirint,978875974593,"Азбука: 

Русская литература. Большие книги, 2023. В окопах Сталинграда. Повести, рассказы",https://imo10.labirint.ru/books/915973/cover.jpg/363-0,"Азбука: 

Русская литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
"Кладовая солнца. Повести, рассказы",Пришвин Михаил Михайлович,1972,1 972 ₽,https://www.labirint.ru/books/915978/,labirint,978247149828,"Азбука: 

Русская литература. Большие книги, 2023. Кладовая солнца. Повести, рассказы",https://imo10.labirint.ru/books/915978/cover.jpg/363-0,"Азбука: 

Русская литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
А зори здесь тихие...,Васильев Борис Львович,2381,2 381 ₽,https://www.labirint.ru/books/914139/,labirint,978982685253,"Азбука: 

Русская литература. Большие книги, 2023. А зори здесь тихие...",https://imo10.labirint.ru/books/914139/cover.jpg/363-0,"Азбука: 

Русская литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
"Жизнь насекомых. Чапаев и Пустота. Generation ""П""",Пелевин Виктор Олегович,2381,2 381 ₽,https://www.labirint.ru/books/914163/,labirint,978949491643,"Азбука: 

Русская литература. Большие книги, 2023. Жизнь насекомых. Чапаев и Пустота. Generation ""П""",https://imo10.labirint.ru/books/914163/cover.jpg/363-0,"Азбука: 

Русская литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Мартин Иден. Маленькая хозяйка большого дома. Джон Ячменное Зерно,Лондон Джек,2282,2 282 ₽,https://www.labirint.ru/books/920670/,labirint,978959037902,"Иностранка: 

Иностранная литература. Большие книги, 2023. Мартин Иден. Маленькая хозяйка большого дома. Джон Ячменное Зерно",https://imo10.labirint.ru/books/920670/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Опадающие цветы вишни. Тринадцать веков японской поэзии,Автор не указан,2282,2 282 ₽,https://www.labirint.ru/books/920836/,labirint,978628288988,"Иностранка: 

Иностранная литература. Большие книги, 2023. Опадающие цветы вишни. Тринадцать веков японской поэзии",https://imo10.labirint.ru/books/920836/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Ваша честь,Кабре Жауме,1885,1 885 ₽,https://www.labirint.ru/books/912811/,labirint,978865200365,"Иностранка: 

Большой роман, 2023. Ваша честь",https://imo10.labirint.ru/books/912811/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Гайдзин,Клавелл Джеймс,3063,3 063 ₽,https://www.labirint.ru/books/912710/,labirint,978406644361,"Иностранка: 

Иностранная литература. Большие книги, 2023. Гайдзин",https://imo10.labirint.ru/books/912710/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
"Милый друг. Жизнь. Романы, новеллы",Мопассан Ги де,2171,2 171 ₽,https://www.labirint.ru/books/912738/,labirint,978649442723,"Иностранка: 

Иностранная литература. Большие книги, 2023. Милый друг. Жизнь. Романы, новеллы",https://imo10.labirint.ru/books/912738/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Клуб неисправимых оптимистов,Генассия Жан-Мишель,2071,2 071 ₽,https://www.labirint.ru/books/912795/,labirint,978660606258,"Иностранка: 

Большой роман, 2023. Клуб неисправимых оптимистов",https://imo10.labirint.ru/books/912795/cover.jpg/363-0,"Иностранка: 

Большой роман",2023,Детективы,2026-01-20 01:41:44
Название не указано,Автор не указан,2139,2 139 ₽,,labirint,978893754473,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:44
Север и Юг,Гаскелл Элизабет,1885,1 885 ₽,https://www.labirint.ru/books/390941/,labirint,978885466242,"Иностранка: 

Иностранная литература. Большие книги, 2023. Север и Юг",https://imo10.labirint.ru/books/390941/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
В сторону Сванна,Пруст Марсель,1799,1 799 ₽,https://www.labirint.ru/books/405921/,labirint,978877289681,"Иностранка: 

Иностранная литература. Большие книги, 2023. В сторону Сванна",https://imo10.labirint.ru/books/405921/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Отверженные,Гюго Виктор,2877,2 877 ₽,https://www.labirint.ru/books/424202/,labirint,978297078867,"Иностранка: 

Иностранная литература. Большие книги, 2023. Отверженные",https://imo10.labirint.ru/books/424202/cover.jpg/363-0,"Иностранка: 

Иностранная литература. Большие книги",2023,Детективы,2026-01-20 01:41:44
Ненаписанные бумажные письма с фронта,"Залесская Елена ""Ловец""",1327,1 327 ₽,https://www.labirint.ru/books/1026277/,labirint,978629611552,"Яуза: 

Военная проза ХХI века, 2023. Ненаписанные бумажные письма с фронта",https://imo10.labirint.ru/books/1026277/cover.jpg/363-0,"Яуза: 

Военная проза ХХI века",2023,Детективы,2026-01-20 01:41:44
Не прощаемся. За каждый метр,Лисьев Андрей Владимирович,1327,1 327 ₽,https://www.labirint.ru/books/1026278/,labirint,978268769778,"Яуза, 2023. Не прощаемся. За каждый метр",https://imo10.labirint.ru/books/1026278/cover.jpg/363-0,Яуза,2023,Детективы,2026-01-20 01:41:44
Клим Ардашев. Начало. Венская партия,Любенко Иван Иванович,1106,1 106 ₽,https://www.labirint.ru/books/1026280/,labirint,978689590092,"Яуза: 

ЛитРес: Детектив, 2023. Клим Ардашев. Начало. Венская партия",https://imo10.labirint.ru/books/1026280/cover.jpg/363-0,"Яуза: 

ЛитРес: Детектив",2023,Детективы,2026-01-20 01:41:44
Чужая невеста. Тайна Драконьих земель,Ланц Анна,1769,1 769 ₽,https://www.labirint.ru/books/1026269/,labirint,978621910234,"Яуза: 

ЛитРес: Фэнтези, 2023. Чужая невеста. Тайна Драконьих земель",https://imo10.labirint.ru/books/1026269/cover.jpg/363-0,"Яуза: 

ЛитРес: Фэнтези",2023,Детективы,2026-01-20 01:41:44
"Почти весь Митяев. Песни, стихи, воспоминания",Митяев Олег Григорьевич,2212,2 212 ₽,https://www.labirint.ru/books/854351/,labirint,978356462545,"Яуза: 

Великие русские барды, 2023. Почти весь Митяев. Песни, стихи, воспоминания",https://imo10.labirint.ru/books/854351/cover.jpg/363-0,"Яуза: 

Великие русские барды",2023,Детективы,2026-01-20 01:41:44
В объятиях дьявола,Эдвардс Миранда,1327,1 327 ₽,https://www.labirint.ru/books/1025939/,labirint,978190053047,"Дримбук: 

Дримбук. Dark romance, 2023. В объятиях дьявола",https://imo10.labirint.ru/books/1025939/cover.jpg/363-0,"Дримбук: 

Дримбук. Dark romance",2023,Детективы,2026-01-20 01:41:44
Люди на болоте,Мележ Иван Павлович,1873,1 873 ₽,https://www.labirint.ru/books/1025597/,labirint,978632634540,"Попурри, 2023. Люди на болоте",https://imo10.labirint.ru/books/1025597/cover.jpg/363-0,Попурри,2023,Детективы,2026-01-20 01:41:44
Чёрный замок Ольшанский,Короткевич Владимир Семенович,2017,2 017 ₽,https://www.labirint.ru/books/1025598/,labirint,978919823299,"Попурри, 2023. Чёрный замок Ольшанский",https://imo10.labirint.ru/books/1025598/cover.jpg/363-0,Попурри,2023,Детективы,2026-01-20 01:41:44
Мхитар Гош. Басни XII века,Гош Мхитар,1106,1 106 ₽,https://www.labirint.ru/books/1025589/,labirint,978871961424,"Дримбук: 

Дримбук. Русская Классика, 2023. Мхитар Гош. Басни XII века",https://imo10.labirint.ru/books/1025589/cover.jpg/363-0,"Дримбук: 

Дримбук. Русская Классика",2023,Детективы,2026-01-20 01:41:44
Гранатовый браслет,Куприн Александр Иванович,1761,1 761 ₽,https://www.labirint.ru/books/903759/,labirint,978417869102,"Галерея классики: 

Слово и образ, 2023. Гранатовый браслет",https://imo10.labirint.ru/books/903759/cover.jpg/363-0,"Галерея классики: 

Слово и образ",2023,Детективы,2026-01-20 01:41:44
Море Дирака,"Парнов, Емцев",3780,3 780 ₽,https://www.labirint.ru/books/1025499/,labirint,978427225364,"Престиж БУК: 

Ретро библиотека приключений и научной фантастики, 2023. Море Дирака",https://imo10.labirint.ru/books/1025499/cover.jpg/363-0,"Престиж БУК: 

Ретро библиотека приключений и научной фантастики",2023,Детективы,2026-01-20 01:41:44
Лунный камень,Коллинз Уилки,1609,1 609 ₽,https://www.labirint.ru/books/823014/,labirint,978478564737,"Качели: 

Читаем на качелях, 2023. Лунный камень",https://imo10.labirint.ru/books/823014/cover.jpg/363-0,"Качели: 

Читаем на качелях",2023,Детективы,2026-01-20 01:41:50
Клуб самоубийц,Стивенсон Роберт Льюис,568,568 ₽,https://www.labirint.ru/books/697728/,labirint,978914034541,"Аркадия: 

Black and White, 2023. Клуб самоубийц",https://imo10.labirint.ru/books/697728/cover.jpg/363-0,"Аркадия: 

Black and White",2023,Детективы,2026-01-20 01:41:50
Дракон,Замятин Евгений Иванович,157,157 ₽,https://www.labirint.ru/books/896631/,labirint,978866894371,"Галерея классики: 

Карманная классика, 2023. Дракон",https://imo10.labirint.ru/books/896631/cover.jpg/363-0,"Галерея классики: 

Карманная классика",2023,Детективы,2026-01-20 01:41:50
Иствикские ведьмы,Апдайк Джон,959,959 ₽,https://www.labirint.ru/books/872847/,labirint,978832090694,"Текст: 

Классика ХХ, 2023. Иствикские ведьмы",https://imo10.labirint.ru/books/872847/cover.jpg/363-0,"Текст: 

Классика ХХ",2023,Детективы,2026-01-20 01:41:50
Кентервильское привидение,Уайльд Оскар,568,568 ₽,https://www.labirint.ru/books/860973/,labirint,978649530206,"Аркадия: 

Black and White, 2023. Кентервильское привидение",https://imo10.labirint.ru/books/860973/cover.jpg/363-0,"Аркадия: 

Black and White",2023,Детективы,2026-01-20 01:41:50
Колодцы предков,Хмелевская Иоанна,719,719 ₽,https://www.labirint.ru/books/848696/,labirint,978561818196,"Аркадия: 

Приключения пани Иоанны, 2023. Колодцы предков",https://imo10.labirint.ru/books/848696/cover.jpg/363-0,"Аркадия: 

Приключения пани Иоанны",2023,Детективы,2026-01-20 01:41:50
Женщина в белом,Коллинз Уилки,1362,1 362 ₽,https://www.labirint.ru/books/843937/,labirint,978269565570,"Качели: 

Читаем на качелях, 2023. Женщина в белом",https://imo10.labirint.ru/books/843937/cover.jpg/363-0,"Качели: 

Читаем на качелях",2023,Детективы,2026-01-20 01:41:50
Идущие на смерть приветствуют тебя!,Монтанари Данила Комастри,888,888 ₽,https://www.labirint.ru/books/840001/,labirint,978643992655,"Аркадия: 

Патриций, 2023. Идущие на смерть приветствуют тебя!",https://imo10.labirint.ru/books/840001/cover.jpg/363-0,"Аркадия: 

Патриций",2023,Детективы,2026-01-20 01:41:50
Посмертные записки Пиквикского клуба. В 2-х томах. Том 1,Диккенс Чарльз,848,848 ₽,https://www.labirint.ru/books/839718/,labirint,978180902616,"Лабиринт: 

Детская художественная литература, 2023. Посмертные записки Пиквикского клуба. В 2-х томах. Том 1",https://imo10.labirint.ru/books/839718/cover.jpg/363-0,"Лабиринт: 

Детская художественная литература",2023,Детективы,2026-01-20 01:41:50
Недостающее звено. Сборник рассказов,Штерн Борис,868,868 ₽,https://www.labirint.ru/books/839710/,labirint,978218065327,"Текст: 

Это фантастика!, 2023. Недостающее звено. Сборник рассказов",https://imo10.labirint.ru/books/839710/cover.jpg/363-0,"Текст: 

Это фантастика!",2023,Детективы,2026-01-20 01:41:50
"Кристин, дочь Лавранса. Книга 1. Венец",Унсет Сигрид,812,812 ₽,https://www.labirint.ru/books/826291/,labirint,978114066918,"Текст: 

Семейный роман, 2023. Кристин, дочь Лавранса. Книга 1. Венец",https://imo10.labirint.ru/books/826291/cover.jpg/363-0,"Текст: 

Семейный роман",2023,Детективы,2026-01-20 01:41:50
Упырь,Толстой Алексей Константинович,812,812 ₽,https://www.labirint.ru/books/691210/,labirint,978150677160,"Аркадия: 

Black and White, 2023. Упырь",https://imo10.labirint.ru/books/691210/cover.jpg/363-0,"Аркадия: 

Black and White",2023,Детективы,2026-01-20 01:41:50
